Date,Value
"Dec 13, 2019",1.55%
"Dec 1, 2019",1.55%
"Nov 1, 2019",1.58%
"Oct 1, 2019",1.73%
"Sep 1, 2019",1.99%
"Aug 1, 2019",2.07%
"Jul 1, 2019",2.15%
"Jun 1, 2019",2.22%
"May 1, 2019",2.40%
"Apr 1, 2019",2.43%
"Mar 1, 2019",2.45%
"Feb 1, 2019",2.43%
"Jan 1, 2019",2.40%
"Dec 1, 2018",2.37%
"Nov 1, 2018",2.24%
"Oct 1, 2018",2.17%
"Sep 1, 2018",2.04%
"Aug 1, 2018",1.94%
"Jul 1, 2018",1.89%
"Jun 1, 2018",1.81%
"May 1, 2018",1.71%
"Apr 1, 2018",1.66%
"Mar 1, 2018",1.64%
"Feb 1, 2018",1.38%
"Jan 1, 2018",1.30%
"Dec 1, 2017",1.20%
"Nov 1, 2017",1.09%
"Oct 1, 2017",1.00%
"Sep 1, 2017",0.99%
"Aug 1, 2017",0.98%
"Jul 1, 2017",0.97%
"Jun 1, 2017",0.84%
"May 1, 2017",0.73%
"Apr 1, 2017",0.71%
"Mar 1, 2017",0.66%
"Feb 1, 2017",0.48%
"Jan 1, 2017",0.50%
"Dec 1, 2016",0.42%
"Nov 1, 2016",0.30%
"Oct 1, 2016",0.24%
"Sep 1, 2016",0.19%
"Aug 1, 2016",0.26%
"Jul 1, 2016",0.26%
"Jun 1, 2016",0.22%
"May 1, 2016",0.23%
"Apr 1, 2016",0.19%
"Mar 1, 2016",0.25%
"Feb 1, 2016",0.26%
"Jan 1, 2016",0.23%
"Dec 1, 2015",0.17%
"Nov 1, 2015",0.07%
"Oct 1, 2015",0.01%
"Sep 1, 2015",0.01%
"Aug 1, 2015",0.04%
"Jul 1, 2015",0.03%
"Jun 1, 2015",0.01%
"May 1, 2015",0.01%
"Apr 1, 2015",0.02%
"Mar 1, 2015",0.02%
"Feb 1, 2015",0.02%
"Jan 1, 2015",0.02%
"Dec 1, 2014",0.03%
"Nov 1, 2014",0.04%
"Oct 1, 2014",0.02%
"Sep 1, 2014",0.01%
"Aug 1, 2014",0.03%
"Jul 1, 2014",0.02%
"Jun 1, 2014",0.02%
"May 1, 2014",0.03%
"Apr 1, 2014",0.02%
"Mar 1, 2014",0.05%
"Feb 1, 2014",0.05%
"Jan 1, 2014",0.02%
"Dec 1, 2013",0.02%
"Nov 1, 2013",0.05%
"Oct 1, 2013",0.11%
