Date,Value
"Dec 13, 2019",1.56%
"Dec 1, 2019",1.57%
"Nov 1, 2019",1.59%
"Oct 1, 2019",1.66%
"Sep 1, 2019",1.89%
"Aug 1, 2019",1.93%
"Jul 1, 2019",2.08%
"Jun 1, 2019",2.17%
"May 1, 2019",2.42%
"Apr 1, 2019",2.46%
"Mar 1, 2019",2.51%
"Feb 1, 2019",2.50%
"Jan 1, 2019",2.51%
"Dec 1, 2018",2.54%
"Nov 1, 2018",2.52%
"Oct 1, 2018",2.46%
"Sep 1, 2018",2.34%
"Aug 1, 2018",2.24%
"Jul 1, 2018",2.17%
"Jun 1, 2018",2.11%
"May 1, 2018",2.07%
"Apr 1, 2018",1.98%
"Mar 1, 2018",1.92%
"Feb 1, 2018",1.79%
"Jan 1, 2018",1.62%
"Dec 1, 2017",1.50%
"Nov 1, 2017",1.39%
"Oct 1, 2017",1.25%
"Sep 1, 2017",1.17%
"Aug 1, 2017",1.13%
"Jul 1, 2017",1.13%
"Jun 1, 2017",1.11%
"May 1, 2017",1.03%
"Apr 1, 2017",0.90%
"Mar 1, 2017",0.89%
"Feb 1, 2017",0.65%
"Jan 1, 2017",0.62%
"Dec 1, 2016",0.64%
"Nov 1, 2016",0.58%
"Oct 1, 2016",0.48%
"Sep 1, 2016",0.47%
"Aug 1, 2016",0.45%
"Jul 1, 2016",0.40%
"Jun 1, 2016",0.40%
"May 1, 2016",0.42%
"Apr 1, 2016",0.37%
"Mar 1, 2016",0.47%
"Feb 1, 2016",0.44%
"Jan 1, 2016",0.43%
"Dec 1, 2015",0.50%
"Nov 1, 2015",0.33%
"Oct 1, 2015",0.11%
"Sep 1, 2015",0.18%
"Aug 1, 2015",0.22%
"Jul 1, 2015",0.12%
"Jun 1, 2015",0.09%
"May 1, 2015",0.08%
"Apr 1, 2015",0.09%
"Mar 1, 2015",0.11%
"Feb 1, 2015",0.07%
"Jan 1, 2015",0.08%
"Dec 1, 2014",0.11%
"Nov 1, 2014",0.07%
"Oct 1, 2014",0.05%
"Sep 1, 2014",0.04%
"Aug 1, 2014",0.05%
"Jul 1, 2014",0.06%
"Jun 1, 2014",0.06%
"May 1, 2014",0.05%
"Apr 1, 2014",0.05%
"Mar 1, 2014",0.08%
"Feb 1, 2014",0.08%
"Jan 1, 2014",0.07%
"Dec 1, 2013",0.10%
"Nov 1, 2013",0.10%
"Oct 1, 2013",0.08%
"Sep 1, 2013",0.04%
"Aug 1, 2013",0.07%
"Jul 1, 2013",0.07%
"Jun 1, 2013",0.09%
"May 1, 2013",0.08%
"Apr 1, 2013",0.09%
"Mar 1, 2013",0.11%
"Feb 1, 2013",0.12%
"Jan 1, 2013",0.11%
"Dec 1, 2012",0.12%
"Nov 1, 2012",0.14%
"Oct 1, 2012",0.15%
"Sep 1, 2012",0.14%
"Aug 1, 2012",0.14%
"Jul 1, 2012",0.15%
"Jun 1, 2012",0.15%
"May 1, 2012",0.15%
"Apr 1, 2012",0.14%
"Mar 1, 2012",0.14%
"Feb 1, 2012",0.12%
"Jan 1, 2012",0.07%
"Dec 1, 2011",0.05%
"Nov 1, 2011",0.05%
"Oct 1, 2011",0.05%
"Sep 1, 2011",0.04%
"Aug 1, 2011",0.06%
"Jul 1, 2011",0.08%
"Jun 1, 2011",0.10%
"May 1, 2011",0.09%
"Apr 1, 2011",0.12%
"Mar 1, 2011",0.16%
"Feb 1, 2011",0.17%
"Jan 1, 2011",0.18%
"Dec 1, 2010",0.19%
"Nov 1, 2010",0.18%
"Oct 1, 2010",0.18%
"Sep 1, 2010",0.19%
"Aug 1, 2010",0.19%
"Jul 1, 2010",0.20%
"Jun 1, 2010",0.19%
"May 1, 2010",0.22%
"Apr 1, 2010",0.24%
"Mar 1, 2010",0.23%
"Feb 1, 2010",0.18%
"Jan 1, 2010",0.15%
"Dec 1, 2009",0.17%
"Nov 1, 2009",0.15%
"Oct 1, 2009",0.16%
"Sep 1, 2009",0.21%
"Aug 1, 2009",0.27%
"Jul 1, 2009",0.28%
"Jun 1, 2009",0.31%
"May 1, 2009",0.30%
"Apr 1, 2009",0.35%
"Mar 1, 2009",0.43%
"Feb 1, 2009",0.46%
"Jan 1, 2009",0.30%
"Dec 1, 2008",0.26%
"Nov 1, 2008",0.74%
"Oct 1, 2008",1.23%
"Sep 1, 2008",1.64%
"Aug 1, 2008",1.97%
"Jul 1, 2008",1.98%
"Jun 1, 2008",2.19%
"May 1, 2008",1.86%
"Apr 1, 2008",1.58%
"Mar 1, 2008",1.51%
"Feb 1, 2008",2.10%
"Jan 1, 2008",2.84%
"Dec 1, 2007",3.34%
"Nov 1, 2007",3.58%
"Oct 1, 2007",4.16%
"Sep 1, 2007",4.20%
"Aug 1, 2007",4.55%
"Jul 1, 2007",5.04%
"Jun 1, 2007",4.95%
"May 1, 2007",4.98%
"Apr 1, 2007",5.07%
"Mar 1, 2007",5.10%
"Feb 1, 2007",5.16%
"Jan 1, 2007",5.15%
"Dec 1, 2006",5.07%
"Nov 1, 2006",5.15%
"Oct 1, 2006",5.12%
"Sep 1, 2006",5.08%
"Aug 1, 2006",5.17%
"Jul 1, 2006",5.27%
"Jun 1, 2006",5.17%
"May 1, 2006",5.01%
"Apr 1, 2006",4.90%
"Mar 1, 2006",4.79%
"Feb 1, 2006",4.69%
"Jan 1, 2006",4.47%
"Dec 1, 2005",4.33%
"Nov 1, 2005",4.30%
"Oct 1, 2005",4.12%
"Sep 1, 2005",3.79%
"Aug 1, 2005",3.78%
"Jul 1, 2005",3.53%
"Jun 1, 2005",3.22%
"May 1, 2005",3.17%
"Apr 1, 2005",3.14%
"Mar 1, 2005",3.09%
"Feb 1, 2005",2.85%
"Jan 1, 2005",2.68%
"Dec 1, 2004",2.50%
"Nov 1, 2004",2.32%
"Oct 1, 2004",2.05%
"Sep 1, 2004",1.91%
"Aug 1, 2004",1.76%
"Jul 1, 2004",1.70%
"Jun 1, 2004",1.64%
"May 1, 2004",1.33%
"Apr 1, 2004",1.11%
"Mar 1, 2004",1.01%
"Feb 1, 2004",1.01%
"Jan 1, 2004",0.99%
"Dec 1, 2003",1.01%
"Nov 1, 2003",1.04%
"Oct 1, 2003",1.02%
"Sep 1, 2003",1.03%
"Aug 1, 2003",1.05%
"Jul 1, 2003",0.97%
"Jun 1, 2003",0.94%
"May 1, 2003",1.11%
"Apr 1, 2003",1.17%
"Mar 1, 2003",1.16%
"Feb 1, 2003",1.20%
"Jan 1, 2003",1.22%
"Dec 1, 2002",1.27%
"Nov 1, 2002",1.30%
"Oct 1, 2002",1.59%
"Sep 1, 2002",1.64%
"Aug 1, 2002",1.64%
"Jul 1, 2002",1.74%
"Jun 1, 2002",1.83%
"May 1, 2002",1.91%
"Apr 1, 2002",1.98%
"Mar 1, 2002",2.06%
"Feb 1, 2002",1.86%
"Jan 1, 2002",1.77%
"Dec 1, 2001",1.82%
"Nov 1, 2001",1.92%
"Oct 1, 2001",2.17%
"Sep 1, 2001",2.71%
"Aug 1, 2001",3.39%
"Jul 1, 2001",3.56%
"Jun 1, 2001",3.56%
"May 1, 2001",3.74%
"Apr 1, 2001",3.99%
"Mar 1, 2001",4.44%
"Feb 1, 2001",4.89%
"Jan 1, 2001",5.15%
"Dec 1, 2000",5.92%
"Nov 1, 2000",6.34%
"Oct 1, 2000",6.32%
"Sep 1, 2000",6.25%
"Aug 1, 2000",6.35%
"Jul 1, 2000",6.27%
"Jun 1, 2000",6.24%
"May 1, 2000",6.39%
"Apr 1, 2000",6.07%
"Mar 1, 2000",6.11%
"Feb 1, 2000",6.00%
"Jan 1, 2000",5.76%
"Dec 1, 1999",5.68%
"Nov 1, 1999",5.43%
"Oct 1, 1999",5.20%
"Sep 1, 1999",5.08%
"Aug 1, 1999",5.09%
"Jul 1, 1999",4.75%
"Jun 1, 1999",5.03%
"May 1, 1999",4.75%
"Apr 1, 1999",4.54%
"Mar 1, 1999",4.65%
"Feb 1, 1999",4.61%
"Jan 1, 1999",4.49%
"Dec 1, 1998",4.57%
"Nov 1, 1998",4.59%
"Oct 1, 1998",4.20%
"Sep 1, 1998",4.81%
"Aug 1, 1998",5.15%
"Jul 1, 1998",5.23%
"Jun 1, 1998",5.32%
"May 1, 1998",5.36%
"Apr 1, 1998",5.26%
"Mar 1, 1998",5.25%
"Feb 1, 1998",5.27%
"Jan 1, 1998",5.23%
"Dec 1, 1997",5.45%
"Nov 1, 1997",5.38%
"Oct 1, 1997",5.30%
"Sep 1, 1997",5.30%
"Aug 1, 1997",5.40%
"Jul 1, 1997",5.33%
"Jun 1, 1997",5.34%
"May 1, 1997",5.53%
"Apr 1, 1997",5.60%
"Mar 1, 1997",5.48%
"Feb 1, 1997",5.27%
"Jan 1, 1997",5.31%
"Dec 1, 1996",5.24%
"Nov 1, 1996",5.27%
"Oct 1, 1996",5.32%
"Sep 1, 1996",5.45%
"Aug 1, 1996",5.34%
"Jul 1, 1996",5.52%
"Jun 1, 1996",5.46%
"May 1, 1996",5.33%
"Apr 1, 1996",5.27%
"Mar 1, 1996",5.16%
"Feb 1, 1996",4.97%
"Jan 1, 1996",5.13%
"Dec 1, 1995",5.35%
"Nov 1, 1995",5.51%
"Oct 1, 1995",5.56%
"Sep 1, 1995",5.54%
"Aug 1, 1995",5.65%
"Jul 1, 1995",5.62%
"Jun 1, 1995",5.66%
"May 1, 1995",5.93%
"Apr 1, 1995",6.05%
"Mar 1, 1995",6.17%
"Feb 1, 1995",6.31%
"Jan 1, 1995",6.51%
"Dec 1, 1994",6.50%
"Nov 1, 1994",5.97%
"Oct 1, 1994",5.62%
"Sep 1, 1994",5.24%
"Aug 1, 1994",5.08%
"Jul 1, 1994",4.95%
"Jun 1, 1994",4.72%
"May 1, 1994",4.79%
"Apr 1, 1994",4.25%
"Mar 1, 1994",3.91%
"Feb 1, 1994",3.53%
"Jan 1, 1994",3.25%
"Dec 1, 1993",3.34%
"Nov 1, 1993",3.36%
"Oct 1, 1993",3.22%
"Sep 1, 1993",3.15%
"Aug 1, 1993",3.24%
"Jul 1, 1993",3.26%
"Jun 1, 1993",3.29%
"May 1, 1993",3.17%
"Apr 1, 1993",3.06%
"Mar 1, 1993",3.15%
"Feb 1, 1993",3.16%
"Jan 1, 1993",3.24%
"Dec 1, 1992",3.47%
"Nov 1, 1992",3.44%
"Oct 1, 1992",3.13%
"Sep 1, 1992",3.04%
"Aug 1, 1992",3.31%
"Jul 1, 1992",3.38%
"Jun 1, 1992",3.89%
"May 1, 1992",3.88%
"Apr 1, 1992",4.00%
"Mar 1, 1992",4.33%
"Feb 1, 1992",4.08%
"Jan 1, 1992",4.01%
"Dec 1, 1991",4.26%
"Nov 1, 1991",4.80%
"Oct 1, 1991",5.26%
"Sep 1, 1991",5.48%
"Aug 1, 1991",5.63%
"Jul 1, 1991",5.97%
"Jun 1, 1991",6.02%
"May 1, 1991",5.87%
"Apr 1, 1991",5.98%
"Mar 1, 1991",6.20%
"Feb 1, 1991",6.19%
"Jan 1, 1991",6.58%
"Dec 1, 1990",7.03%
"Nov 1, 1990",7.39%
"Oct 1, 1990",7.53%
"Sep 1, 1990",7.70%
"Aug 1, 1990",7.77%
"Jul 1, 1990",7.92%
"Jun 1, 1990",8.05%
"May 1, 1990",8.19%
"Apr 1, 1990",8.27%
"Mar 1, 1990",8.28%
"Feb 1, 1990",8.12%
"Jan 1, 1990",7.96%
