Date,Value
"Dec 13, 2019",2.26%
"Dec 1, 2019",2.24%
"Nov 1, 2019",2.28%
"Oct 1, 2019",2.19%
"Sep 1, 2019",2.16%
"Aug 1, 2019",2.12%
"Jul 1, 2019",2.57%
"Jun 1, 2019",2.57%
"May 1, 2019",2.82%
"Apr 1, 2019",2.94%
"Mar 1, 2019",2.98%
"Feb 1, 2019",3.02%
"Jan 1, 2019",3.04%
"Dec 1, 2018",3.10%
"Nov 1, 2018",3.36%
"Oct 1, 2018",3.34%
"Sep 1, 2018",3.15%
"Aug 1, 2018",3.04%
"Jul 1, 2018",3.01%
"Jun 1, 2018",3.05%
"May 1, 2018",3.13%
"Apr 1, 2018",3.07%
"Mar 1, 2018",3.09%
"Feb 1, 2018",3.13%
"Jan 1, 2018",2.88%
"Dec 1, 2017",2.77%
"Nov 1, 2017",2.80%
"Oct 1, 2017",2.88%
"Sep 1, 2017",2.78%
"Aug 1, 2017",2.80%
"Jul 1, 2017",2.88%
"Jun 1, 2017",2.80%
"May 1, 2017",2.96%
"Apr 1, 2017",2.79%
"Mar 1, 2017",3.08%
"Feb 1, 2017",3.03%
"Jan 1, 2017",3.02%
"Dec 1, 2016",3.11%
"Nov 1, 2016",2.86%
"Oct 1, 2016",2.50%
"Sep 1, 2016",2.35%
"Aug 1, 2016",2.26%
"Jul 1, 2016",2.23%
"Jun 1, 2016",2.45%
"May 1, 2016",2.63%
"Apr 1, 2016",2.62%
"Mar 1, 2016",2.68%
"Feb 1, 2016",2.62%
"Jan 1, 2016",2.86%
"Dec 1, 2015",2.97%
"Nov 1, 2015",3.03%
"Oct 1, 2015",2.89%
"Sep 1, 2015",2.95%
"Aug 1, 2015",2.86%
"Jul 1, 2015",3.07%
"Jun 1, 2015",3.11%
"May 1, 2015",2.95%
"Apr 1, 2015",2.59%
"Mar 1, 2015",2.63%
"Feb 1, 2015",2.57%
"Jan 1, 2015",2.45%
"Dec 1, 2014",2.83%
"Nov 1, 2014",3.04%
"Oct 1, 2014",3.04%
"Sep 1, 2014",3.26%
"Aug 1, 2014",3.20%
"Jul 1, 2014",3.33%
"Jun 1, 2014",3.42%
"May 1, 2014",3.39%
"Apr 1, 2014",3.52%
"Mar 1, 2014",3.62%
"Feb 1, 2014",3.66%
"Jan 1, 2014",3.77%
"Dec 1, 2013",3.89%
"Nov 1, 2013",3.80%
"Oct 1, 2013",3.68%
"Sep 1, 2013",3.79%
"Aug 1, 2013",3.76%
"Jul 1, 2013",3.61%
"Jun 1, 2013",3.40%
"May 1, 2013",3.11%
"Apr 1, 2013",2.93%
"Mar 1, 2013",3.16%
"Feb 1, 2013",3.17%
"Jan 1, 2013",3.08%
"Dec 1, 2012",2.88%
"Nov 1, 2012",2.80%
"Oct 1, 2012",2.90%
"Sep 1, 2012",2.88%
"Aug 1, 2012",2.77%
"Jul 1, 2012",2.59%
"Jun 1, 2012",2.70%
"May 1, 2012",2.93%
"Apr 1, 2012",3.18%
"Mar 1, 2012",3.28%
"Feb 1, 2012",3.11%
