Date,Value
"Dec 13, 2019",1.62%
"Dec 1, 2019",1.61%
"Nov 1, 2019",1.61%
"Oct 1, 2019",1.53%
"Sep 1, 2019",1.59%
"Aug 1, 2019",1.51%
"Jul 1, 2019",1.80%
"Jun 1, 2019",1.77%
"May 1, 2019",2.16%
"Apr 1, 2019",2.31%
"Mar 1, 2019",2.37%
"Feb 1, 2019",2.48%
"Jan 1, 2019",2.52%
"Dec 1, 2018",2.67%
"Nov 1, 2018",2.91%
"Oct 1, 2018",2.94%
"Sep 1, 2018",2.84%
"Aug 1, 2018",2.71%
"Jul 1, 2018",2.70%
"Jun 1, 2018",2.65%
"May 1, 2018",2.66%
"Apr 1, 2018",2.52%
"Mar 1, 2018",2.42%
"Feb 1, 2018",2.36%
"Jan 1, 2018",2.15%
"Dec 1, 2017",1.96%
"Nov 1, 2017",1.81%
"Oct 1, 2017",1.68%
"Sep 1, 2017",1.51%
"Aug 1, 2017",1.48%
"Jul 1, 2017",1.54%
"Jun 1, 2017",1.49%
"May 1, 2017",1.48%
"Apr 1, 2017",1.37%
"Mar 1, 2017",1.59%
"Feb 1, 2017",1.47%
"Jan 1, 2017",1.48%
"Dec 1, 2016",1.49%
"Nov 1, 2016",1.22%
"Oct 1, 2016",0.99%
"Sep 1, 2016",0.90%
"Aug 1, 2016",0.85%
"Jul 1, 2016",0.79%
"Jun 1, 2016",0.86%
"May 1, 2016",0.97%
"Apr 1, 2016",0.92%
"Mar 1, 2016",1.04%
"Feb 1, 2016",0.90%
"Jan 1, 2016",1.14%
"Dec 1, 2015",1.28%
"Nov 1, 2015",1.20%
"Oct 1, 2015",0.93%
"Sep 1, 2015",1.01%
"Aug 1, 2015",1.03%
"Jul 1, 2015",1.03%
"Jun 1, 2015",1.07%
"May 1, 2015",0.98%
"Apr 1, 2015",0.87%
"Mar 1, 2015",1.02%
"Feb 1, 2015",0.99%
"Jan 1, 2015",0.90%
"Dec 1, 2014",1.06%
"Nov 1, 2014",0.96%
"Oct 1, 2014",0.88%
"Sep 1, 2014",1.05%
"Aug 1, 2014",0.93%
"Jul 1, 2014",0.97%
"Jun 1, 2014",0.90%
"May 1, 2014",0.83%
"Apr 1, 2014",0.88%
"Mar 1, 2014",0.82%
"Feb 1, 2014",0.69%
"Jan 1, 2014",0.78%
"Dec 1, 2013",0.69%
"Nov 1, 2013",0.58%
"Oct 1, 2013",0.63%
"Sep 1, 2013",0.78%
"Aug 1, 2013",0.70%
"Jul 1, 2013",0.64%
"Jun 1, 2013",0.58%
"May 1, 2013",0.40%
"Apr 1, 2013",0.34%
"Mar 1, 2013",0.39%
"Feb 1, 2013",0.40%
"Jan 1, 2013",0.39%
"Dec 1, 2012",0.35%
"Nov 1, 2012",0.35%
"Oct 1, 2012",0.37%
"Sep 1, 2012",0.34%
"Aug 1, 2012",0.37%
"Jul 1, 2012",0.33%
"Jun 1, 2012",0.39%
"May 1, 2012",0.39%
"Apr 1, 2012",0.43%
"Mar 1, 2012",0.51%
"Feb 1, 2012",0.38%
"Jan 1, 2012",0.36%
"Dec 1, 2011",0.39%
"Nov 1, 2011",0.39%
"Oct 1, 2011",0.47%
"Sep 1, 2011",0.35%
"Aug 1, 2011",0.38%
"Jul 1, 2011",0.68%
"Jun 1, 2011",0.71%
"May 1, 2011",0.94%
"Apr 1, 2011",1.21%
"Mar 1, 2011",1.17%
"Feb 1, 2011",1.28%
"Jan 1, 2011",1.03%
"Dec 1, 2010",0.99%
"Nov 1, 2010",0.67%
"Oct 1, 2010",0.57%
"Sep 1, 2010",0.74%
"Aug 1, 2010",0.78%
"Jul 1, 2010",0.98%
"Jun 1, 2010",1.17%
"May 1, 2010",1.32%
"Apr 1, 2010",1.64%
"Mar 1, 2010",1.51%
"Feb 1, 2010",1.40%
"Jan 1, 2010",1.49%
"Dec 1, 2009",1.38%
"Nov 1, 2009",1.32%
"Oct 1, 2009",1.46%
"Sep 1, 2009",1.48%
"Aug 1, 2009",1.65%
"Jul 1, 2009",1.55%
"Jun 1, 2009",1.76%
"May 1, 2009",1.39%
"Apr 1, 2009",1.32%
"Mar 1, 2009",1.31%
"Feb 1, 2009",1.37%
"Jan 1, 2009",1.13%
"Dec 1, 2008",1.07%
"Nov 1, 2008",1.51%
"Oct 1, 2008",1.86%
"Sep 1, 2008",2.32%
"Aug 1, 2008",2.70%
"Jul 1, 2008",2.87%
"Jun 1, 2008",3.08%
"May 1, 2008",2.69%
"Apr 1, 2008",2.23%
"Mar 1, 2008",1.80%
"Feb 1, 2008",2.19%
"Jan 1, 2008",2.51%
"Dec 1, 2007",3.13%
"Nov 1, 2007",3.35%
"Oct 1, 2007",4.01%
"Sep 1, 2007",4.06%
"Aug 1, 2007",4.34%
"Jul 1, 2007",4.82%
"Jun 1, 2007",5.00%
"May 1, 2007",4.69%
"Apr 1, 2007",4.60%
"Mar 1, 2007",4.51%
"Feb 1, 2007",4.75%
"Jan 1, 2007",4.79%
"Dec 1, 2006",4.58%
"Nov 1, 2006",4.64%
"Oct 1, 2006",4.72%
"Sep 1, 2006",4.69%
"Aug 1, 2006",4.85%
"Jul 1, 2006",5.07%
"Jun 1, 2006",5.09%
"May 1, 2006",4.97%
"Apr 1, 2006",4.89%
"Mar 1, 2006",4.74%
"Feb 1, 2006",4.64%
"Jan 1, 2006",4.35%
"Dec 1, 2005",4.39%
"Nov 1, 2005",4.43%
"Oct 1, 2005",4.29%
"Sep 1, 2005",3.96%
"Aug 1, 2005",4.08%
"Jul 1, 2005",3.91%
"Jun 1, 2005",3.68%
"May 1, 2005",3.72%
"Apr 1, 2005",3.79%
"Mar 1, 2005",3.91%
"Feb 1, 2005",3.54%
"Jan 1, 2005",3.39%
"Dec 1, 2004",3.21%
"Nov 1, 2004",3.09%
"Oct 1, 2004",2.85%
"Sep 1, 2004",2.83%
"Aug 1, 2004",2.88%
"Jul 1, 2004",3.05%
"Jun 1, 2004",3.26%
"May 1, 2004",3.10%
"Apr 1, 2004",2.57%
"Mar 1, 2004",2.00%
"Feb 1, 2004",2.25%
"Jan 1, 2004",2.27%
"Dec 1, 2003",2.44%
"Nov 1, 2003",2.45%
"Oct 1, 2003",2.26%
"Sep 1, 2003",2.23%
"Aug 1, 2003",2.44%
"Jul 1, 2003",1.93%
"Jun 1, 2003",1.51%
"May 1, 2003",1.75%
"Apr 1, 2003",2.06%
"Mar 1, 2003",1.98%
"Feb 1, 2003",2.05%
"Jan 1, 2003",2.18%
"Dec 1, 2002",2.23%
"Nov 1, 2002",2.32%
"Oct 1, 2002",2.25%
"Sep 1, 2002",2.32%
"Aug 1, 2002",2.52%
"Jul 1, 2002",3.01%
"Jun 1, 2002",3.49%
"May 1, 2002",3.80%
"Apr 1, 2002",4.01%
"Mar 1, 2002",4.14%
"Feb 1, 2002",3.55%
"Jan 1, 2002",3.56%
"Dec 1, 2001",3.62%
"Nov 1, 2001",3.22%
"Oct 1, 2001",3.14%
"Sep 1, 2001",3.45%
"Aug 1, 2001",4.04%
"Jul 1, 2001",4.31%
"Jun 1, 2001",4.35%
"May 1, 2001",4.51%
"Apr 1, 2001",4.42%
"Mar 1, 2001",4.43%
"Feb 1, 2001",4.71%
"Jan 1, 2001",4.77%
"Dec 1, 2000",5.26%
"Nov 1, 2000",5.79%
"Oct 1, 2000",5.85%
"Sep 1, 2000",6.02%
"Aug 1, 2000",6.17%
"Jul 1, 2000",6.28%
"Jun 1, 2000",6.43%
"May 1, 2000",6.77%
"Apr 1, 2000",6.36%
"Mar 1, 2000",6.53%
"Feb 1, 2000",6.65%
"Jan 1, 2000",6.49%
"Dec 1, 1999",6.14%
"Nov 1, 1999",5.92%
"Oct 1, 1999",5.94%
"Sep 1, 1999",5.75%
"Aug 1, 1999",5.77%
"Jul 1, 1999",5.62%
"Jun 1, 1999",5.70%
"May 1, 1999",5.33%
"Apr 1, 1999",5.03%
"Mar 1, 1999",5.11%
"Feb 1, 1999",4.90%
"Jan 1, 1999",4.61%
"Dec 1, 1998",4.48%
"Nov 1, 1998",4.57%
"Oct 1, 1998",4.18%
"Sep 1, 1998",4.62%
"Aug 1, 1998",5.24%
"Jul 1, 1998",5.47%
"Jun 1, 1998",5.52%
"May 1, 1998",5.61%
"Apr 1, 1998",5.58%
"Mar 1, 1998",5.57%
"Feb 1, 1998",5.43%
"Jan 1, 1998",5.38%
"Dec 1, 1997",5.74%
"Nov 1, 1997",5.76%
"Oct 1, 1997",5.84%
"Sep 1, 1997",5.98%
"Aug 1, 1997",6.06%
"Jul 1, 1997",6.00%
"Jun 1, 1997",6.24%
"May 1, 1997",6.42%
"Apr 1, 1997",6.61%
"Mar 1, 1997",6.38%
"Feb 1, 1997",6.03%
"Jan 1, 1997",6.16%
"Dec 1, 1996",5.91%
"Nov 1, 1996",5.82%
"Oct 1, 1996",6.08%
"Sep 1, 1996",6.41%
"Aug 1, 1996",6.21%
"Jul 1, 1996",6.45%
"Jun 1, 1996",6.49%
"May 1, 1996",6.27%
"Apr 1, 1996",6.11%
"Mar 1, 1996",5.79%
"Feb 1, 1996",5.14%
"Jan 1, 1996",5.20%
"Dec 1, 1995",5.39%
"Nov 1, 1995",5.57%
"Oct 1, 1995",5.77%
"Sep 1, 1995",5.89%
"Aug 1, 1995",6.10%
"Jul 1, 1995",5.89%
"Jun 1, 1995",5.80%
