Date,Value
"Dec 13, 2019",1.66%
"Dec 1, 2019",1.63%
"Nov 1, 2019",1.64%
"Oct 1, 2019",1.52%
"Sep 1, 2019",1.57%
"Aug 1, 2019",1.49%
"Jul 1, 2019",1.83%
"Jun 1, 2019",1.83%
"May 1, 2019",2.19%
"Apr 1, 2019",2.33%
"Mar 1, 2019",2.37%
"Feb 1, 2019",2.49%
"Jan 1, 2019",2.54%
"Dec 1, 2018",2.68%
"Nov 1, 2018",2.95%
"Oct 1, 2018",3.00%
"Sep 1, 2018",2.89%
"Aug 1, 2018",2.77%
"Jul 1, 2018",2.78%
"Jun 1, 2018",2.78%
"May 1, 2018",2.82%
"Apr 1, 2018",2.70%
"Mar 1, 2018",2.63%
"Feb 1, 2018",2.60%
"Jan 1, 2018",2.38%
"Dec 1, 2017",2.18%
"Nov 1, 2017",2.05%
"Oct 1, 2017",1.98%
"Sep 1, 2017",1.80%
"Aug 1, 2017",1.78%
"Jul 1, 2017",1.87%
"Jun 1, 2017",1.77%
"May 1, 2017",1.84%
"Apr 1, 2017",1.73%
"Mar 1, 2017",2.01%
"Feb 1, 2017",1.90%
"Jan 1, 2017",1.92%
"Dec 1, 2016",1.96%
"Nov 1, 2016",1.60%
"Oct 1, 2016",1.27%
"Sep 1, 2016",1.18%
"Aug 1, 2016",1.13%
"Jul 1, 2016",1.07%
"Jun 1, 2016",1.17%
"May 1, 2016",1.30%
"Apr 1, 2016",1.26%
"Mar 1, 2016",1.38%
"Feb 1, 2016",1.22%
"Jan 1, 2016",1.52%
"Dec 1, 2015",1.70%
"Nov 1, 2015",1.67%
"Oct 1, 2015",1.39%
"Sep 1, 2015",1.49%
"Aug 1, 2015",1.54%
"Jul 1, 2015",1.63%
"Jun 1, 2015",1.68%
"May 1, 2015",1.54%
"Apr 1, 2015",1.35%
"Mar 1, 2015",1.52%
"Feb 1, 2015",1.47%
"Jan 1, 2015",1.37%
"Dec 1, 2014",1.64%
"Nov 1, 2014",1.62%
"Oct 1, 2014",1.55%
"Sep 1, 2014",1.77%
"Aug 1, 2014",1.63%
"Jul 1, 2014",1.70%
"Jun 1, 2014",1.68%
"May 1, 2014",1.59%
"Apr 1, 2014",1.70%
"Mar 1, 2014",1.64%
"Feb 1, 2014",1.52%
"Jan 1, 2014",1.65%
"Dec 1, 2013",1.58%
"Nov 1, 2013",1.37%
"Oct 1, 2013",1.37%
"Sep 1, 2013",1.60%
"Aug 1, 2013",1.52%
"Jul 1, 2013",1.40%
"Jun 1, 2013",1.20%
"May 1, 2013",0.84%
"Apr 1, 2013",0.71%
"Mar 1, 2013",0.82%
"Feb 1, 2013",0.85%
"Jan 1, 2013",0.81%
"Dec 1, 2012",0.70%
"Nov 1, 2012",0.67%
"Oct 1, 2012",0.71%
"Sep 1, 2012",0.67%
"Aug 1, 2012",0.71%
"Jul 1, 2012",0.62%
"Jun 1, 2012",0.71%
"May 1, 2012",0.76%
"Apr 1, 2012",0.89%
"Mar 1, 2012",1.02%
"Feb 1, 2012",0.83%
"Jan 1, 2012",0.83%
"Dec 1, 2011",0.89%
"Nov 1, 2011",0.91%
"Oct 1, 2011",1.06%
"Sep 1, 2011",0.90%
"Aug 1, 2011",1.02%
"Jul 1, 2011",1.54%
"Jun 1, 2011",1.58%
"May 1, 2011",1.84%
"Apr 1, 2011",2.17%
"Mar 1, 2011",2.11%
"Feb 1, 2011",2.26%
"Jan 1, 2011",1.99%
"Dec 1, 2010",1.93%
"Nov 1, 2010",1.35%
"Oct 1, 2010",1.18%
"Sep 1, 2010",1.41%
"Aug 1, 2010",1.47%
"Jul 1, 2010",1.76%
"Jun 1, 2010",2.00%
"May 1, 2010",2.18%
"Apr 1, 2010",2.58%
"Mar 1, 2010",2.43%
"Feb 1, 2010",2.36%
"Jan 1, 2010",2.48%
"Dec 1, 2009",2.34%
"Nov 1, 2009",2.23%
